order_id,item_id,item_name,quantity,selling_price,total_price
O00073,M009,Samosa Chaat,3,210,630
O00073,M013,Salted Chaas,1,70,70
O00073,M015,Gulab Jamun,3,180,540
O00074,M005,Gobhi Paratha,2,250,500
O00074,M014,Gajar Ka Halwa,3,210,630
O00074,M010,Papdi Chaat,3,200,600
O00074,M006,Paneer Butter Masala,2,385,770
O00074,M002,All In One Paratha,3,285,855
O00075,M002,All In One Paratha,2,285,570
O00075,M012,Sweet Lassi,2,130,260
O00075,M014,Gajar Ka Halwa,2,210,420
O00075,M013,Salted Chaas,3,70,210
O00075,M010,Papdi Chaat,2,200,400
O00076,M007,Masaledar Sukhe Aloo,2,180,360
O00076,M005,Gobhi Paratha,1,250,250
O00076,M013,Salted Chaas,1,70,70
O00077,M001,Amritsari Paratha,1,265,265
O00077,M015,Gulab Jamun,2,180,360
O00077,M005,Gobhi Paratha,1,250,250
O00077,M002,All In One Paratha,3,285,855
O00077,M006,Paneer Butter Masala,3,385,1155
O00078,M008,Pindi Chole,2,220,440
O00078,M009,Samosa Chaat,2,210,420
O00078,M006,Paneer Butter Masala,1,385,385
O00078,M013,Salted Chaas,1,70,70
O00079,M010,Papdi Chaat,3,200,600
O00079,M008,Pindi Chole,2,220,440
O00079,M013,Salted Chaas,1,70,70
O00079,M014,Gajar Ka Halwa,1,210,210
O00079,M015,Gulab Jamun,3,180,540
O00080,M007,Masaledar Sukhe Aloo,3,180,540
O00080,M008,Pindi Chole,3,220,660
O00080,M001,Amritsari Paratha,3,265,795
O00081,M007,Masaledar Sukhe Aloo,1,180,180
O00081,M008,Pindi Chole,3,220,660
O00082,M015,Gulab Jamun,1,180,180
O00082,M001,Amritsari Paratha,3,265,795
O00082,M012,Sweet Lassi,3,130,390
O00083,M001,Amritsari Paratha,3,265,795
O00084,M011,Patiala Lassi,2,150,300
O00084,M002,All In One Paratha,3,285,855
O00084,M008,Pindi Chole,1,220,220
O00085,M004,Aloo Paratha,1,240,240
O00085,M005,Gobhi Paratha,3,250,750
O00085,M012,Sweet Lassi,1,130,130
O00085,M007,Masaledar Sukhe Aloo,1,180,180
O00086,M002,All In One Paratha,1,285,285
O00086,M004,Aloo Paratha,3,240,720
O00086,M011,Patiala Lassi,2,150,300
O00086,M005,Gobhi Paratha,3,250,750
O00087,M003,Paneer Paratha,2,260,520
O00087,M013,Salted Chaas,2,70,140
O00087,M011,Patiala Lassi,2,150,300
O00087,M012,Sweet Lassi,2,130,260
O00087,M002,All In One Paratha,2,285,570
O00088,M008,Pindi Chole,2,220,440
O00088,M006,Paneer Butter Masala,3,385,1155
O00089,M012,Sweet Lassi,3,130,390
O00089,M009,Samosa Chaat,3,210,630
O00090,M014,Gajar Ka Halwa,3,210,630
O00090,M003,Paneer Paratha,2,260,520
O00091,M011,Patiala Lassi,2,150,300
O00091,M009,Samosa Chaat,3,210,630
O00091,M006,Paneer Butter Masala,1,385,385
O00091,M002,All In One Paratha,2,285,570
O00092,M009,Samosa Chaat,2,210,420
O00092,M015,Gulab Jamun,3,180,540
O00092,M002,All In One Paratha,2,285,570
O00092,M006,Paneer Butter Masala,1,385,385
O00093,M006,Paneer Butter Masala,3,385,1155
O00093,M014,Gajar Ka Halwa,2,210,420
O00093,M007,Masaledar Sukhe Aloo,1,180,180
O00094,M007,Masaledar Sukhe Aloo,1,180,180
O00094,M009,Samosa Chaat,3,210,630
O00094,M010,Papdi Chaat,1,200,200
O00094,M005,Gobhi Paratha,2,250,500
O00095,M007,Masaledar Sukhe Aloo,2,180,360
O00095,M005,Gobhi Paratha,3,250,750
O00096,M006,Paneer Butter Masala,3,385,1155
O00097,M006,Paneer Butter Masala,2,385,770
O00097,M002,All In One Paratha,1,285,285
O00097,M012,Sweet Lassi,1,130,130
O00098,M004,Aloo Paratha,2,240,480
O00098,M010,Papdi Chaat,2,200,400
O00099,M003,Paneer Paratha,2,260,520
O00099,M015,Gulab Jamun,2,180,360
O00100,M009,Samosa Chaat,1,210,210
O00101,M007,Masaledar Sukhe Aloo,1,180,180
O00101,M010,Papdi Chaat,3,200,600
O00101,M015,Gulab Jamun,1,180,180
O00102,M003,Paneer Paratha,3,260,780
O00103,M015,Gulab Jamun,2,180,360
O00103,M010,Papdi Chaat,3,200,600
O00103,M008,Pindi Chole,3,220,660
O00103,M012,Sweet Lassi,2,130,260
O00104,M008,Pindi Chole,3,220,660
O00104,M009,Samosa Chaat,3,210,630
O00104,M005,Gobhi Paratha,3,250,750
O00104,M014,Gajar Ka Halwa,3,210,630
O00104,M015,Gulab Jamun,2,180,360
O00105,M002,All In One Paratha,2,285,570
O00105,M010,Papdi Chaat,1,200,200
O00106,M006,Paneer Butter Masala,1,385,385
O00107,M011,Patiala Lassi,1,150,150
O00107,M001,Amritsari Paratha,2,265,530
O00107,M005,Gobhi Paratha,3,250,750
O00107,M012,Sweet Lassi,1,130,130
O00108,M013,Salted Chaas,3,70,210
O00108,M006,Paneer Butter Masala,3,385,1155
O00109,M007,Masaledar Sukhe Aloo,2,180,360
O00110,M004,Aloo Paratha,1,240,240
O00110,M001,Amritsari Paratha,1,265,265
O00111,M005,Gobhi Paratha,1,250,250
O00111,M007,Masaledar Sukhe Aloo,1,180,180
O00111,M010,Papdi Chaat,2,200,400
O00111,M012,Sweet Lassi,2,130,260
O00112,M002,All In One Paratha,3,285,855
O00112,M013,Salted Chaas,1,70,70
O00113,M014,Gajar Ka Halwa,3,210,630
O00113,M009,Samosa Chaat,3,210,630
O00113,M007,Masaledar Sukhe Aloo,1,180,180
O00113,M004,Aloo Paratha,3,240,720
O00113,M008,Pindi Chole,2,220,440
O00114,M004,Aloo Paratha,1,240,240
O00114,M013,Salted Chaas,2,70,140
O00114,M007,Masaledar Sukhe Aloo,1,180,180
O00115,M004,Aloo Paratha,2,240,480
O00115,M001,Amritsari Paratha,1,265,265
O00116,M007,Masaledar Sukhe Aloo,3,180,540
O00116,M008,Pindi Chole,3,220,660
O00116,M004,Aloo Paratha,2,240,480
O00117,M008,Pindi Chole,3,220,660
O00117,M006,Paneer Butter Masala,2,385,770
O00117,M007,Masaledar Sukhe Aloo,1,180,180
O00117,M010,Papdi Chaat,3,200,600
O00118,M005,Gobhi Paratha,1,250,250
O00118,M013,Salted Chaas,3,70,210
O00118,M002,All In One Paratha,1,285,285
O00118,M001,Amritsari Paratha,1,265,265
O00118,M015,Gulab Jamun,3,180,540
O00119,M008,Pindi Chole,1,220,220
O00119,M004,Aloo Paratha,1,240,240
O00120,M005,Gobhi Paratha,3,250,750
O00120,M013,Salted Chaas,1,70,70
O00121,M005,Gobhi Paratha,1,250,250
O00121,M014,Gajar Ka Halwa,3,210,630
O00121,M012,Sweet Lassi,2,130,260
O00121,M007,Masaledar Sukhe Aloo,1,180,180
O00122,M013,Salted Chaas,2,70,140
O00122,M006,Paneer Butter Masala,1,385,385
O00123,M009,Samosa Chaat,3,210,630
O00124,M001,Amritsari Paratha,3,265,795
O00124,M004,Aloo Paratha,1,240,240
O00125,M014,Gajar Ka Halwa,3,210,630
O00125,M015,Gulab Jamun,3,180,540
O00125,M011,Patiala Lassi,2,150,300
O00125,M012,Sweet Lassi,3,130,390
O00126,M003,Paneer Paratha,2,260,520
O00126,M011,Patiala Lassi,1,150,150
O00126,M002,All In One Paratha,3,285,855
O00126,M009,Samosa Chaat,3,210,630
O00127,M012,Sweet Lassi,1,130,130
O00128,M011,Patiala Lassi,1,150,150
O00129,M013,Salted Chaas,1,70,70
O00129,M002,All In One Paratha,1,285,285
O00129,M008,Pindi Chole,3,220,660
O00129,M015,Gulab Jamun,2,180,360
O00129,M010,Papdi Chaat,2,200,400
O00130,M007,Masaledar Sukhe Aloo,3,180,540
O00130,M004,Aloo Paratha,3,240,720
O00130,M015,Gulab Jamun,2,180,360
O00130,M011,Patiala Lassi,2,150,300
O00131,M009,Samosa Chaat,3,210,630
O00131,M002,All In One Paratha,1,285,285
O00132,M007,Masaledar Sukhe Aloo,2,180,360
O00132,M014,Gajar Ka Halwa,3,210,630
O00133,M005,Gobhi Paratha,3,250,750
O00133,M006,Paneer Butter Masala,2,385,770
O00133,M001,Amritsari Paratha,3,265,795
O00133,M004,Aloo Paratha,1,240,240
O00133,M012,Sweet Lassi,3,130,390
O00134,M011,Patiala Lassi,3,150,450
O00134,M015,Gulab Jamun,2,180,360
O00135,M014,Gajar Ka Halwa,1,210,210
O00136,M006,Paneer Butter Masala,3,385,1155
O00136,M004,Aloo Paratha,1,240,240
O00136,M015,Gulab Jamun,3,180,540
O00136,M011,Patiala Lassi,3,150,450
O00137,M011,Patiala Lassi,1,150,150
O00138,M012,Sweet Lassi,3,130,390
O00138,M005,Gobhi Paratha,2,250,500
O00139,M014,Gajar Ka Halwa,2,210,420
O00139,M012,Sweet Lassi,3,130,390
O00140,M007,Masaledar Sukhe Aloo,3,180,540
O00140,M008,Pindi Chole,3,220,660
O00140,M002,All In One Paratha,2,285,570
O00141,M014,Gajar Ka Halwa,3,210,630
O00142,M001,Amritsari Paratha,2,265,530
O00142,M006,Paneer Butter Masala,3,385,1155
O00143,M009,Samosa Chaat,1,210,210
O00143,M001,Amritsari Paratha,3,265,795
O00143,M008,Pindi Chole,2,220,440
O00143,M002,All In One Paratha,2,285,570
O00144,M005,Gobhi Paratha,3,250,750
O00144,M014,Gajar Ka Halwa,2,210,420
O00145,M010,Papdi Chaat,3,200,600
O00145,M002,All In One Paratha,3,285,855
O00145,M009,Samosa Chaat,3,210,630
O00145,M006,Paneer Butter Masala,1,385,385
O00145,M003,Paneer Paratha,3,260,780
O00146,M015,Gulab Jamun,2,180,360
O00146,M003,Paneer Paratha,1,260,260
O00146,M001,Amritsari Paratha,2,265,530
O00146,M012,Sweet Lassi,3,130,390
O00146,M002,All In One Paratha,2,285,570
O00147,M008,Pindi Chole,1,220,220
O00147,M007,Masaledar Sukhe Aloo,1,180,180
O00147,M005,Gobhi Paratha,2,250,500
O00147,M010,Papdi Chaat,3,200,600
O00148,M007,Masaledar Sukhe Aloo,2,180,360
O00149,M007,Masaledar Sukhe Aloo,3,180,540
O00149,M014,Gajar Ka Halwa,1,210,210
O00149,M006,Paneer Butter Masala,1,385,385
O00149,M003,Paneer Paratha,3,260,780
O00150,M002,All In One Paratha,2,285,570
O00150,M014,Gajar Ka Halwa,3,210,630
O00150,M010,Papdi Chaat,2,200,400
O00150,M011,Patiala Lassi,3,150,450
O00151,M011,Patiala Lassi,2,150,300
O00151,M014,Gajar Ka Halwa,3,210,630
O00151,M001,Amritsari Paratha,2,265,530
O00151,M003,Paneer Paratha,3,260,780
O00151,M010,Papdi Chaat,2,200,400
O00152,M011,Patiala Lassi,3,150,450
O00152,M014,Gajar Ka Halwa,2,210,420
O00153,M008,Pindi Chole,2,220,440
O00153,M015,Gulab Jamun,2,180,360
O00153,M013,Salted Chaas,1,70,70
O00154,M015,Gulab Jamun,3,180,540
O00154,M009,Samosa Chaat,2,210,420
O00155,M011,Patiala Lassi,3,150,450
O00155,M006,Paneer Butter Masala,1,385,385
O00155,M001,Amritsari Paratha,3,265,795
O00156,M014,Gajar Ka Halwa,2,210,420
O00156,M002,All In One Paratha,3,285,855
O00156,M012,Sweet Lassi,2,130,260
O00156,M006,Paneer Butter Masala,3,385,1155
O00156,M010,Papdi Chaat,2,200,400
O00157,M004,Aloo Paratha,3,240,720
O00157,M003,Paneer Paratha,2,260,520
O00157,M015,Gulab Jamun,3,180,540
O00157,M010,Papdi Chaat,1,200,200
O00157,M011,Patiala Lassi,2,150,300
O00158,M015,Gulab Jamun,1,180,180
O00159,M013,Salted Chaas,2,70,140
O00159,M005,Gobhi Paratha,1,250,250
O00159,M002,All In One Paratha,2,285,570
O00159,M003,Paneer Paratha,2,260,520
O00159,M011,Patiala Lassi,1,150,150
O00160,M013,Salted Chaas,1,70,70
O00160,M006,Paneer Butter Masala,3,385,1155
O00160,M011,Patiala Lassi,3,150,450
O00160,M004,Aloo Paratha,2,240,480
O00160,M007,Masaledar Sukhe Aloo,3,180,540
O00161,M015,Gulab Jamun,2,180,360
O00162,M001,Amritsari Paratha,1,265,265
O00162,M011,Patiala Lassi,1,150,150
O00163,M015,Gulab Jamun,3,180,540
O00163,M011,Patiala Lassi,1,150,150
O00164,M009,Samosa Chaat,3,210,630
O00164,M002,All In One Paratha,3,285,855
O00164,M014,Gajar Ka Halwa,2,210,420
O00164,M003,Paneer Paratha,2,260,520
O00164,M001,Amritsari Paratha,2,265,530
O00165,M004,Aloo Paratha,1,240,240
O00165,M008,Pindi Chole,3,220,660
O00165,M003,Paneer Paratha,2,260,520
O00165,M001,Amritsari Paratha,1,265,265
O00166,M013,Salted Chaas,1,70,70
O00166,M005,Gobhi Paratha,2,250,500
O00166,M009,Samosa Chaat,2,210,420
O00167,M008,Pindi Chole,1,220,220
O00167,M001,Amritsari Paratha,3,265,795
O00167,M015,Gulab Jamun,3,180,540
O00167,M011,Patiala Lassi,3,150,450
O00168,M006,Paneer Butter Masala,2,385,770
O00169,M008,Pindi Chole,1,220,220
O00169,M013,Salted Chaas,3,70,210
O00169,M005,Gobhi Paratha,2,250,500
O00170,M008,Pindi Chole,2,220,440
O00170,M001,Amritsari Paratha,2,265,530
O00170,M006,Paneer Butter Masala,1,385,385
O00170,M005,Gobhi Paratha,3,250,750
O00171,M002,All In One Paratha,2,285,570
O00171,M007,Masaledar Sukhe Aloo,3,180,540
O00172,M001,Amritsari Paratha,2,265,530
O00172,M010,Papdi Chaat,3,200,600
O00172,M012,Sweet Lassi,3,130,390
O00172,M006,Paneer Butter Masala,3,385,1155
O00172,M005,Gobhi Paratha,2,250,500
O00173,M012,Sweet Lassi,1,130,130
O00173,M011,Patiala Lassi,2,150,300
O00174,M009,Samosa Chaat,1,210,210
O00174,M007,Masaledar Sukhe Aloo,2,180,360
O00174,M015,Gulab Jamun,1,180,180
O00174,M002,All In One Paratha,1,285,285
O00174,M001,Amritsari Paratha,1,265,265
O00175,M013,Salted Chaas,2,70,140
O00175,M003,Paneer Paratha,2,260,520
O00175,M007,Masaledar Sukhe Aloo,2,180,360
O00175,M015,Gulab Jamun,3,180,540
O00175,M014,Gajar Ka Halwa,1,210,210
O00176,M010,Papdi Chaat,2,200,400
O00177,M001,Amritsari Paratha,2,265,530
O00177,M005,Gobhi Paratha,1,250,250
O00177,M015,Gulab Jamun,2,180,360
O00177,M002,All In One Paratha,3,285,855
O00177,M014,Gajar Ka Halwa,2,210,420
O00178,M001,Amritsari Paratha,1,265,265
O00179,M015,Gulab Jamun,3,180,540
O00180,M015,Gulab Jamun,1,180,180
O00181,M004,Aloo Paratha,2,240,480
O00181,M009,Samosa Chaat,2,210,420
O00181,M014,Gajar Ka Halwa,2,210,420
O00181,M006,Paneer Butter Masala,3,385,1155
O00182,M011,Patiala Lassi,3,150,450
O00182,M005,Gobhi Paratha,2,250,500
O00183,M004,Aloo Paratha,3,240,720
O00183,M014,Gajar Ka Halwa,1,210,210
O00183,M007,Masaledar Sukhe Aloo,3,180,540
O00184,M009,Samosa Chaat,3,210,630
O00185,M002,All In One Paratha,3,285,855
O00185,M004,Aloo Paratha,3,240,720
O00185,M015,Gulab Jamun,2,180,360
O00186,M007,Masaledar Sukhe Aloo,1,180,180
O00186,M008,Pindi Chole,1,220,220
O00186,M002,All In One Paratha,1,285,285
O00186,M009,Samosa Chaat,1,210,210
O00186,M004,Aloo Paratha,2,240,480
O00187,M003,Paneer Paratha,3,260,780
O00187,M011,Patiala Lassi,2,150,300
O00187,M009,Samosa Chaat,3,210,630
O00188,M006,Paneer Butter Masala,1,385,385
O00188,M011,Patiala Lassi,1,150,150
O00189,M015,Gulab Jamun,3,180,540
O00190,M004,Aloo Paratha,2,240,480
O00191,M005,Gobhi Paratha,2,250,500
O00191,M014,Gajar Ka Halwa,1,210,210
O00191,M012,Sweet Lassi,3,130,390
O00191,M001,Amritsari Paratha,3,265,795
O00191,M010,Papdi Chaat,2,200,400
O00192,M014,Gajar Ka Halwa,1,210,210
O00193,M010,Papdi Chaat,3,200,600
O00193,M008,Pindi Chole,3,220,660
O00193,M015,Gulab Jamun,3,180,540
O00194,M012,Sweet Lassi,3,130,390
O00195,M013,Salted Chaas,1,70,70
O00195,M015,Gulab Jamun,1,180,180
O00196,M009,Samosa Chaat,2,210,420
O00196,M012,Sweet Lassi,2,130,260
O00196,M008,Pindi Chole,2,220,440
O00196,M011,Patiala Lassi,1,150,150
O00196,M007,Masaledar Sukhe Aloo,3,180,540
O00197,M014,Gajar Ka Halwa,3,210,630
O00197,M003,Paneer Paratha,2,260,520
O00197,M012,Sweet Lassi,1,130,130
O00197,M009,Samosa Chaat,1,210,210
O00198,M001,Amritsari Paratha,3,265,795
O00198,M011,Patiala Lassi,3,150,450
O00198,M004,Aloo Paratha,2,240,480
O00199,M004,Aloo Paratha,3,240,720
O00199,M009,Samosa Chaat,3,210,630
O00199,M008,Pindi Chole,3,220,660
O00199,M005,Gobhi Paratha,1,250,250
O00199,M012,Sweet Lassi,1,130,130
O00200,M002,All In One Paratha,1,285,285
O00200,M009,Samosa Chaat,3,210,630
O00200,M004,Aloo Paratha,3,240,720
O00200,M007,Masaledar Sukhe Aloo,3,180,540
O00200,M013,Salted Chaas,1,70,70
O00201,M014,Gajar Ka Halwa,1,210,210
O00201,M011,Patiala Lassi,2,150,300
O00201,M008,Pindi Chole,2,220,440
O00201,M012,Sweet Lassi,1,130,130
O00201,M001,Amritsari Paratha,3,265,795
O00202,M015,Gulab Jamun,2,180,360
O00202,M001,Amritsari Paratha,1,265,265
O00203,M015,Gulab Jamun,1,180,180
O00203,M005,Gobhi Paratha,3,250,750
O00203,M009,Samosa Chaat,2,210,420
O00204,M004,Aloo Paratha,1,240,240
O00205,M002,All In One Paratha,2,285,570
O00206,M007,Masaledar Sukhe Aloo,2,180,360
O00206,M001,Amritsari Paratha,2,265,530
